Number|Station name                             |Latitude|Longitud|Stat|Elevat.|Distance (km)
 87093|TORQUAY                                  |-38.3333|144.3167|VIC |   16.7|1797.2
 63113|ORANGE (ANGULLONG)                       |-33.5497|148.9100|NSW |  600.0|1797.4
 86035|ELTHAM                                   |-37.7004|145.1550|VIC |   44.0|1797.6
  7010|BUNNAWARRA                               |-28.6058|116.5719|WA  |  300.0|1797.6
 82137|BEECHWORTH WOOLSHED                      |-36.3192|146.6803|VIC |  330.0|1797.6
 73055|MUNDARLO (YABTREE)                       |-35.0996|147.7767|NSW |  197.0|1797.7
 10073|KELLERBERRIN                             |-31.6183|117.7217|WA  |  250.0|1797.9
 41158|YANDILLA                                 |-27.8500|151.3667|QLD |  372.0|1798.1
 72001|ALBURY                                   |-36.1000|146.9000|NSW |  157.3|1798.2
 40428|BRIAN PASTURES                           |-25.6550|151.7450|QLD |  131.0|1798.2
 72059|ALBURY GRAMMAR SCHOOL                    |-36.0667|146.9333|NSW |  182.9|1798.3
 63018|ORANGE (CANOBOLAS STATE FOREST)          |-33.3934|149.0231|NSW |  987.0|1798.4
 41008|BOWENVILLE                               |-27.3033|151.4931|QLD |  383.0|1798.7
 86002|BALWYN NORTH                             |-37.8000|145.0500|VIC |   49.6|1798.8
 86016|CANTERBURY                               |-37.8000|145.0500|VIC |   49.6|1798.8
 86049|HAWTHORN                                 |-37.8000|145.0500|VIC |   49.6|1798.8
 39218|MOOLBOOLAMAN                             |-25.0092|151.8100|QLD |  105.0|1798.9
 10037|CUTTENING                                |-31.7264|117.7644|WA  |  300.0|1798.9
 86095|PRAHRAN (COMO HOUSE)                     |-37.8376|145.0048|VIC |   27.0|1798.9
 41049|IRVINGDALE POST OFFICE                   |-27.2000|151.5167|QLD |  396.0|1799.0
 63065|ORANGE POST OFFICE                       |-33.2833|149.1000|NSW |  863.2|1799.0
 86060|KEW                                      |-37.8167|145.0333|VIC |   59.7|1799.0
 41388|MURRALAH                                 |-28.0550|151.3297|QLD |  500.0|1799.4
 88000|ALEXANDRA (ACHERON)                      |-37.2514|145.7178|VIC |  180.0|1799.4
 87053|PORTARLINGTON                            |-38.1227|144.6420|VIC |   77.0|1799.4
 83002|BARJARG                                  |-37.0000|146.0000|VIC |  313.3|1799.5
 63066|ORANGE (MCLAUGHLIN ST)                   |-33.2741|149.1110|NSW |  858.0|1799.5
 63021|COWRA POST OFFICE                        |-33.9000|148.7000|NSW |  300.0|1799.5
 55014|CURLEWIS POST OFFICE                     |-31.1170|150.2681|NSW |  273.0|1799.5
 54027|DELUNGRA (PEARSBY HALL)                  |-29.5581|150.8871|NSW |  597.0|1799.6
 63254|ORANGE AGRICULTURAL INSTITUTE            |-33.3211|149.0828|NSW |  922.0|1799.6
 63234|WALLI (KENTUCKY)                         |-33.6708|148.8565|NSW |  580.0|1799.6
 87114|DRYSDALE (BRIMDALE)                      |-38.1660|144.5870|VIC |   76.0|1799.6
 10145|YORKRAKINE                               |-31.3756|117.5853|WA  |  300.0|1799.7
 72160|ALBURY AIRPORT AWS                       |-36.0690|146.9509|NSW |  163.5|1799.7
 73022|COOTAMUNDRA (LANDGROVE)                  |-34.6479|148.1606|NSW |  460.0|1799.7
 82088|WODONGA SOUTH                            |-36.1347|146.8889|VIC |  158.0|1799.7
 10668|KOORIKIN                                 |-32.4692|118.1458|WA  |  280.0|1799.8
 82056|WODONGA                                  |-36.1180|146.9061|VIC |  156.0|1799.8
 72146|ALBURY AIRPORT                           |-36.0694|146.9531|NSW |  165.0|1799.9
 41504|GLEN ROYAL                               |-27.7358|151.4117|QLD |  377.0|1799.9
 82057|WOORAGEE                                 |-36.3025|146.7299|VIC |  392.0|1800.0
 72008|TARCUTTA (WOLLUMBI)                      |-35.3874|147.5662|NSW |  259.0|1800.0
 10097|MONINGARIN                               |-30.6569|117.2625|WA  |  375.0|1800.0
 62033|HARGRAVES (WEEROONA)                     |-32.8667|149.3667|NSW |  838.2|1800.1
 86304|HAWTHORN (SCOTCH COLLEGE)                |-37.8363|145.0301|VIC |    7.0|1800.4
  9654|BREMER BAY                               |-34.3989|119.3780|WA  |   20.0|1800.6
 39077|EULEILAH CREEK                           |-24.4481|151.8597|QLD |   16.0|1800.7
 72097|ALBURY PUMPING STATION                   |-36.0817|146.9550|NSW |  152.0|1800.9
 41384|LESBROOK                                 |-28.4833|151.2333|QLD |  310.0|1800.9
 55274|KELVIN (CARELLAN)                        |-30.7783|150.4339|NSW |  409.0|1801.1
 10133|WALK WALKIN                              |-30.8256|117.3228|WA  |  320.0|1801.1
 41408|GLEN ETIVE                               |-28.4992|151.2317|QLD |  400.0|1801.2
 10032|COWCOWING                                |-30.9964|117.3953|WA  |  300.0|1801.3
 41250|PAMPAS                                   |-27.7894|151.4133|QLD |  390.0|1801.3
 63237|ORANGE TV CHANNEL CNB8                   |-33.3000|149.1167|NSW |  890.0|1801.3
 87010|BARWON HEADS  (JIRRAHLINGA)              |-38.2661|144.4803|VIC |    5.0|1801.4
 10078|KORRELOCKING POST OFFICE                 |-31.2000|117.4833|WA  |  340.7|1801.6
 63067|ORANGE 3                                 |-33.3333|149.1000|NSW |  899.2|1801.7
 10807|BILBARIN                                 |-32.1842|117.9675|WA  |  280.0|1801.8
 10283|SHACKLETON                               |-31.9331|117.8356|WA  |  240.0|1801.9
 54003|BARRABA (CLIFTON LANE)                   |-30.3833|150.6083|NSW |  499.0|1802.1
 63006|CADIA COMPOSITE                          |-33.5000|149.0000|NSW |  670.0|1802.3
 40435|MT MOWBULLAN                             |-26.8939|151.6083|QLD | 1056.0|1802.3
 39096|WATERANGA                                |-25.3561|151.8169|QLD |  114.0|1802.4
 40385|MINMORE                                  |-26.5539|151.6679|QLD |  474.0|1802.5
 39314|SEVENTEEN SEVENTY                        |-24.1568|151.8889|QLD |   41.0|1802.6
  7089|WOOLEEN                                  |-27.0878|116.1606|WA  |  300.0|1802.7
 62089|HARGRAVES (EDGE HILL)                    |-32.8936|149.3808|NSW |  875.0|1802.7
  8264|WANARRA                                  |-29.5147|116.8011|WA  |  290.0|1802.7
 41064|WILLOWVALE                               |-28.7214|151.1861|QLD |  320.0|1802.8
 10070|KALANNIE                                 |-30.3686|117.1133|WA  |  340.0|1803.0
 41101|TEXAS STATION                            |-28.8500|151.1500|QLD |  274.3|1803.0
 63098|WOODSTOCK POST OFFICE                    |-33.7439|148.8491|NSW |  470.0|1803.1
 72022|HOLBROOK (RSL)                           |-35.7225|147.3178|NSW |  261.0|1803.3
 40113|KUMBIA POST OFFICE                       |-26.6894|151.6550|QLD |  542.0|1803.5
 86069|MALVERN (YANKO)                          |-37.8333|145.0833|VIC |   54.5|1803.5
 10018|BURAKIN                                  |-30.5325|117.1739|WA  |  360.0|1803.5
 82001|BEECHWORTH COMPOSITE                     |-36.3702|146.7132|VIC |  580.0|1803.5
 54031|GRAMAN (WILLOWIE)                        |-29.4000|150.9833|NSW |  489.8|1803.6
 86031|DONCASTER                                |-37.7833|145.1500|VIC |   76.2|1803.7
  7156|TARDIE STATION                           |-27.9578|116.3383|WA  |  400.0|1803.7
 62036|ULAN WATER                               |-32.2807|149.7410|NSW |  420.0|1803.9
 41182|WHITTAKER                                |-27.1842|151.5696|QLD |  410.0|1803.9
  9594|PEPPERMINT GROVE                         |-34.4350|119.3628|WA  |   60.0|1804.0
 41314|BROOKSTEAD POST OFFICE                   |-27.7578|151.4483|QLD |  388.3|1804.0
 10911|LAKE GRACE                               |-33.1006|118.4647|WA  |  286.0|1804.0
 86018|CAULFIELD (RACECOURSE)                   |-37.8795|145.0368|VIC |   48.8|1804.2
 10592|LAKE GRACE COMPARISON                    |-33.1006|118.4625|WA  |  286.0|1804.2
 54039|BINGARA (KEERA)                          |-29.9943|150.7812|NSW |  333.0|1804.3
 88164|EILDON FIRE TOWER                        |-37.2091|145.8423|VIC |  637.0|1804.4
 62014|HARGRAVES (GENERAL STORE)                |-32.7877|149.4638|NSW |  820.0|1804.5
 54106|BINGARA (CROMARTY)                       |-30.0617|150.7589|NSW |  372.0|1804.5
 10243|FAIRFIELDS                               |-31.4972|117.5894|WA  |  280.0|1804.6
 86313|WARRANDYTE                               |-37.7469|145.2098|VIC |   50.0|1804.6
 41249|EKSUN DOWNS                              |-28.0136|151.3947|QLD |  427.0|1804.7
 41100|TEXAS POST OFFICE                        |-28.8544|151.1681|QLD |  295.0|1804.8
 73051|MURRINGO (WINDERMERE)                    |-34.2054|148.5533|NSW |  420.0|1805.0
 82055|WHOROULY                                 |-36.5031|146.6019|VIC |  181.0|1805.0
 63090|WELLWOOD                                 |-33.3167|149.1500|NSW |  849.8|1805.0
 82028|MIDDLE CREEK (LENEVA)                    |-36.2000|146.9000|VIC |  220.0|1805.1
 55072|SPRING RIDGE                             |-31.4000|150.2000|NSW |  320.0|1805.2
 55209|COOLANBILLA                              |-31.4000|150.2000|NSW |  360.0|1805.2
  8279|YGOOLA                                   |-30.6689|117.2103|WA  |  370.0|1805.3
  5000|BOOLALOO                                 |-22.5833|115.8500|WA  |  115.5|1805.3
 54057|CHERRY TREE HILL (KULKI)                 |-29.5200|150.9630|NSW |  635.0|1805.5
 86019|CAULFIELD SOUTH                          |-37.9000|145.0333|VIC |   51.5|1805.6
 87172|ST. LEONARDS (LOWFIELDS)                 |-38.1786|144.6714|VIC |   30.0|1805.7
 41442|TERRAINE                                 |-28.4833|151.2833|QLD |  330.0|1805.7
 10585|KULIN ROCK                               |-32.6000|118.1500|WA  |  295.2|1805.8
 72042|TARCUTTA POST OFFICE                     |-35.2765|147.7362|NSW |  232.0|1805.8
 10653|WIALCUTTING                              |-32.0789|117.8656|WA  |  270.0|1805.9
 63231|ORANGE AIRPORT COMPARISON                |-33.3815|149.1229|NSW |  948.0|1806.2
 63303|ORANGE AIRPORT AWS                       |-33.3768|149.1263|NSW |  944.7|1806.2
 62021|MUDGEE (GEORGE STREET)                   |-32.5956|149.5956|NSW |  454.0|1806.4
 62101|MUDGEE AIRPORT AWS                       |-32.5628|149.6149|NSW |  471.0|1806.5
  5008|MARDIE                                   |-21.1906|115.9797|WA  |   11.0|1806.5
 41306|TOSARI                                   |-27.8628|151.4536|QLD |  399.3|1806.9
 54117|COBBADAH (ROCKY GLEN)                    |-30.2244|150.7230|NSW |  646.0|1807.0
 62004|BURRUNDULLA                              |-32.6000|149.6000|NSW |  498.3|1807.0
 86012|BOX HILL AGED MENS RETREAT               |-37.8364|145.1364|VIC |   97.0|1807.0
 86033|BRIGHTON BOWLS CLUB                      |-37.9252|145.0254|VIC |   33.0|1807.1
 54116|BARRABA (TREBORANE)                      |-30.3030|150.6935|NSW |  715.0|1807.1
 39084|ROSEDALE POST OFFICE                     |-24.6294|151.9158|QLD |   53.0|1807.1
 41242|LITTLE RIDGE                             |-27.0180|151.6349|QLD |  532.0|1807.2
  6017|DAIRY CREEK                              |-25.2786|115.8633|WA  |  300.0|1807.3
 10017|BUNGULLA NORTH                           |-31.5547|117.5858|WA  |  320.0|1807.4
 73028|MURRINGO POST OFFICE                     |-34.3000|148.5167|NSW |  445.0|1807.6
 10672|JERRAMUNGUP                              |-33.9167|118.9500|WA  |  300.0|1807.6
 54102|BARRABA (ROSEVALE)                       |-30.3735|150.6723|NSW |  620.0|1807.7
 82100|BONEGILLA                                |-36.1333|147.0000|VIC |  198.0|1807.7
 41147|JONDARAYAN STATION                       |-27.4000|151.5667|QLD |  379.0|1807.9
 82009|CARBOOR                                  |-36.6085|146.5371|VIC |  238.0|1808.0
 39011|MONDURAN                                 |-24.8878|151.9100|QLD |   57.0|1808.0
 72023|HUME RESERVOIR                           |-36.1039|147.0329|NSW |  184.0|1808.1
 10072|KELLERBERRIN SOUTH                       |-31.7211|117.6586|WA  |  290.0|1808.1
 86137|BLACKBURN                                |-37.8000|145.2000|VIC |  109.8|1808.1
 10287|SHAW                                     |-31.5261|117.5631|WA  |  310.0|1808.2
 39132|DIDCOT                                   |-25.4764|151.8681|QLD |  157.0|1808.6
 72002|HOLBROOK (ANNANDAYLE)                    |-35.7667|147.3500|NSW |  280.0|1808.6
 83020|MANSFIELD 2                              |-37.0500|146.0833|VIC |  320.7|1808.8
 86132|YARRA RIVER (YARRA GLEN)                 |-37.6647|145.3761|VIC |   88.0|1808.8
 83000|ARCHERTON                                |-36.9064|146.2389|VIC |  907.0|1808.8
  5071|PINDRAL OUTCAMP                          |-21.3444|115.9356|WA  |   11.0|1808.8
 10584|KULIN                                    |-32.6719|118.1547|WA  |  310.0|1809.0
 73029|MURRUMBURRAH (HISTORICAL SOCIETY)        |-34.5500|148.3510|NSW |  370.0|1809.0
 41115|MARAVALE                                 |-27.2105|151.6174|QLD |  407.0|1809.1
 62025|ROTHERWOOD                               |-31.9000|150.0000|NSW |  600.0|1809.2
 63259|CARCOAR (ERROWANBANG)                    |-33.5500|149.0500|NSW |  682.8|1809.2
 83019|MANSFIELD (POST OFFICE)                  |-37.0525|146.0872|VIC |  316.0|1809.2
 86074|MITCHAM                                  |-37.8219|145.1906|VIC |  155.0|1809.3
 83030|TOLMIE STATE SCHOOL                      |-36.9500|146.2000|VIC |  760.0|1809.3
 55039|SPRING RIDGE                             |-31.3946|150.2488|NSW |  314.0|1809.3
 55213|GOWRIE (ROTHERFIELD)                     |-31.5000|150.2000|NSW |  359.4|1809.4
 41053|JONDARYAN POST OFFICE                    |-27.3674|151.5899|QLD |  390.0|1809.5
 10141|XANTIPPE                                 |-30.2897|117.0108|WA  |  305.0|1809.6
 86142|TOOLANGI (MOUNT ST LEONARD DPI)          |-37.5720|145.5014|VIC |  595.0|1809.7
 86083|MURRUMBEENA LEEDS GROVE                  |-37.9000|145.1000|VIC |   43.0|1809.7
 83031|WHITFIELD                                |-36.7513|146.4156|VIC |  240.0|1809.7
 72049|WOOMARGAMA (WOOMARGAMA ESTATE)           |-35.8557|147.2852|NSW |  360.0|1809.8
 41271|GRAHAMVILLE                              |-27.0789|151.6529|QLD |  483.0|1810.1
 10607|CRAIGIE-LEA                              |-32.7608|118.1925|WA  |  300.0|1810.1
 10140|WYALKATCHEM                              |-31.1806|117.3797|WA  |  320.0|1810.2
 83032|WHITLANDS (BURDER'S LANE)                |-36.8473|146.3225|VIC |  816.0|1810.2
 82058|YACKANDANDAH                             |-36.3291|146.8487|VIC |  310.0|1810.3
 86006|BENTLEIGH                                |-37.9279|145.0749|VIC |   54.9|1810.3
 86088|OAKLEIGH (METROPOLITAN GOLF CLUB)        |-37.9142|145.0935|VIC |   81.0|1810.4
 82005|BETHANGA LOWER                           |-36.1000|147.0700|VIC |  210.0|1810.5
 55276|KEEPIT DAM                               |-30.8828|150.4928|NSW |  304.0|1810.6
 82059|STANLEY STATE FOREST                     |-36.4167|146.7667|VIC |  840.0|1810.6
  7027|GABYON                                   |-28.2494|116.3400|WA  |  340.0|1810.7
 55055|CARROLL (THE RANCH)                      |-30.9604|150.4601|NSW |  290.0|1810.7
 40280|TAABINGA                                 |-26.6661|151.7328|QLD |  466.0|1810.7
 88023|LAKE EILDON                              |-37.2313|145.9124|VIC |  230.0|1810.8
 73016|HARDEN (EAST ST)                         |-34.5607|148.3653|NSW |  430.0|1810.8
 10550|EDENHOLME                                |-33.2658|118.4861|WA  |  285.0|1810.9
 72035|MURRAGULDRIE STATE FOREST 1              |-35.5000|147.6167|NSW |  492.9|1811.1
 54128|COPETON DAM                              |-29.8866|150.8951|NSW |  660.0|1811.2
 86101|RINGWOOD                                 |-37.8000|145.2500|VIC |  129.5|1811.3
 86146|BEAUMARIS                                |-37.9771|145.0273|VIC |   30.5|1811.3
 88130|BUXTON                                   |-37.4178|145.7081|VIC |  267.0|1811.3
 41199|THE PARK                                 |-27.2625|151.6297|QLD |  457.0|1811.3
 39045|GOODNIGHT SCRUB RES 169                  |-25.2833|151.9133|QLD |  160.0|1811.3
 54002|ASHFORD (SUNHAVEN HOSTEL)                |-29.3196|151.0916|NSW |  440.0|1811.4
 10707|JERRAMUNGUP                              |-33.9414|118.9203|WA  |  320.0|1811.4
 87100|POINT LONSDALE LIGHTHOUSE                |-38.2939|144.6142|VIC |   12.2|1811.5
 40049|COALSTOUN LAKES                          |-25.6167|151.8833|QLD |  229.0|1811.6
  5032|YARRALOOLA HOMESTEAD                     |-21.5703|115.8786|WA  |   50.0|1811.7
 40522|WINDERA                                  |-26.0500|151.8333|QLD |  230.0|1811.7
 86052|HEALESVILLE (MOUNT ST LEONARD)           |-37.6000|145.5000|VIC |  140.0|1811.7
 40556|WEENS BRIDGE                             |-26.5167|151.7667|QLD |  410.0|1811.7
 82036|OSBORNES FLAT                            |-36.3000|146.9000|VIC |  276.8|1812.0
 62084|BUDGEE BUDGEE (BOTOBOLAR VINEYARD)       |-32.5007|149.7134|NSW |  575.0|1812.0
 86015|BURWOOD EAST                             |-37.8500|145.2000|VIC |   80.0|1812.0
 62009|CASSILIS (DALKEITH)                      |-31.9963|149.9856|NSW |  420.0|1812.3
 62005|CASSILIS POST OFFICE                     |-32.0051|149.9815|NSW |  395.0|1812.3
 83083|EDI UPPER                                |-36.7396|146.4671|VIC |  355.0|1812.5
 86027|CROYDON (SAMUEL STREET)                  |-37.7903|145.2812|VIC |  134.0|1812.5
  8016|GLENFERRIE                               |-30.4450|117.0406|WA  |  330.0|1812.5
 40249|WINDERA CREEK                            |-26.1167|151.8333|QLD |  268.6|1812.5
 87054|QUEENSCLIFF                              |-38.2714|144.6621|VIC |   15.0|1812.6
 86020|CHELTENHAM KINGSTON CENTRE               |-37.9550|145.0783|VIC |   39.0|1812.7
 41390|DUNBLAINE                                |-28.3397|151.3942|QLD |  369.0|1812.7
 86364|TARRAWARRA MONASTERY                     |-37.6594|145.4457|VIC |  100.0|1812.8
 41072|MOUNT IRVING                             |-27.4831|151.6003|QLD |  396.0|1812.9
 63035|HILL END POST OFFICE                     |-33.0362|149.4146|NSW |  870.0|1812.9
 41375|COLUMBA                                  |-28.2364|151.4233|QLD |  400.0|1812.9
 83029|TOLMIE (LANGLEY)                         |-37.0000|146.2000|VIC |  762.0|1813.0
 63050|LYNDHURST                                |-33.7000|149.0000|NSW |  671.8|1813.2
 41376|WARROO STATION                           |-28.5389|151.3481|QLD |  350.0|1813.5
 40307|VINCENT VALE                             |-26.9664|151.7086|QLD |  603.0|1813.5
 39040|GIN GIN POST OFFICE                      |-24.9933|151.9606|QLD |   64.0|1813.8
 72058|NOONBAH (YAMMACOONA)                     |-35.6364|147.5382|NSW |  325.0|1814.1
 10044|BUNGULLA                                 |-31.6231|117.5431|WA  |  260.0|1814.2
 73030|NARRA ALLEN                              |-34.3000|148.6000|NSW |  548.6|1814.3
 82117|BETHANGA                                 |-36.1256|147.0995|VIC |  262.0|1814.4
 86026|CROYDON STATE SCHOOL                     |-37.8000|145.3000|VIC |  117.7|1814.4
 86172|FERNTREE GULLY                           |-37.8000|145.3000|VIC |  113.8|1814.4
 86231|RINGWOOD 2                               |-37.8000|145.3000|VIC |  113.8|1814.4
 86363|TARRAWARRA                               |-37.6563|145.4762|VIC |  112.0|1814.5
 86303|GLEN WAVERLEY (GOLF COURSE)              |-37.8871|145.1936|VIC |   60.0|1814.5
 86066|LILYDALE                                 |-37.7561|145.3592|VIC |  130.0|1814.8
 41202|TALGAI                                   |-27.0203|151.7114|QLD |  544.0|1814.8
 86234|CROYDON (DORSET GOLF COURSE)             |-37.8054|145.2987|VIC |  114.0|1814.8
 41205|STRATHYRE                                |-28.1203|151.4725|QLD |  469.4|1814.8
 41212|ROSALIE PLAINS                           |-27.2074|151.6764|QLD |  475.0|1814.8
 63053|MILLTHORPE (INALA)                       |-33.4455|149.1847|NSW |  960.0|1814.9
 40255|WOOROOLIN POST OFFICE                    |-26.4099|151.8154|QLD |  471.0|1814.9
 88068|RUBICON SEC                              |-37.3389|145.8547|VIC |  838.2|1815.0
 10294|COODERNUPPIN                             |-31.5736|117.5097|WA  |  244.0|1815.0
 72101|HOLBROOK (NARRABILLA)                    |-35.7112|147.4859|NSW |  315.0|1815.1
 72078|GARRYOWEN (YALLOCK)                      |-35.6767|147.5178|NSW |  361.0|1815.2
 86383|COLDSTREAM                               |-37.7239|145.4092|VIC |   83.0|1815.4
 10541|NYERILUP                                 |-33.8594|118.8158|WA  |  280.0|1815.5
 41080|PERANGA POST OFFICE                      |-27.1461|151.6950|QLD |  450.0|1815.5
 54028|COPETON (CARINYA)                        |-29.9573|150.9157|NSW |  622.0|1815.6
  8105|RPF 102                                  |-30.3000|116.9500|WA  |  354.0|1815.6
 88131|NARBETHONG                               |-37.4998|145.6793|VIC |  345.0|1815.6
 63117|LYNDHURST OLD BAKERY                     |-33.6739|149.0471|NSW |  672.0|1815.7
 86077|MOORABBIN AIRPORT                        |-37.9800|145.0962|VIC |   12.1|1815.8
 55005|BLACK CREEK                              |-31.6500|150.2000|NSW |  420.0|1816.0
 10155|CADOUX                                   |-30.7686|117.1361|WA  |  370.0|1816.0
 54044|ASHFORD (TARRANGOWER)                    |-29.2975|151.1478|NSW |  430.0|1816.0
 10157|CANAAN FARM                              |-31.2506|117.3436|WA  |  260.0|1816.4
 39100|WINFIELD                                 |-24.5536|152.0128|QLD |   45.7|1816.4
 10116|QUONDONG                                 |-31.5397|117.4781|WA  |  250.0|1816.4
 86097|PORTSEA QUARANTINE STATION               |-38.3167|144.6667|VIC |    6.1|1816.5
 72037|HOLBROOK (NARRAWA)                       |-35.7524|147.4678|NSW |  310.0|1816.5
 10596|LAKE PINGRUP                             |-33.4117|118.5111|WA  |  290.0|1816.5
 39097|WATERLOO                                 |-24.7158|152.0075|QLD |   60.0|1816.7
 73109|MURRINGO (YALLAMBEE)                     |-34.4250|148.5408|NSW |  530.0|1816.8
 10099|MOUNT CAROLINE                           |-31.8000|117.6000|WA  |  244.2|1816.9
 10536|CORRIGIN                                 |-32.3292|117.8733|WA  |  295.0|1816.9
 72019|HOLBROOK (GLENFALLOCH)                   |-35.6619|147.5555|NSW |  345.0|1817.1
  6069|MOUNT NARRYER                            |-26.5903|115.9267|WA  |  300.0|1817.1
 86104|SCORESBY RESEARCH INSTITUTE              |-37.8710|145.2561|VIC |   80.0|1817.2
 41166|SPRINGSIDE                               |-27.6764|151.6022|QLD |  503.0|1817.2
 39258|WALLA ALERT-B                            |-25.1358|151.9844|QLD |   14.5|1817.2
  6040|MINNIE CREEK                             |-24.0306|115.6967|WA  |  300.0|1817.4
 54043|ASHFORD (BEAUMONT)                       |-29.3570|151.1432|NSW |  430.0|1817.4
 54074|OAKWOOD (BENARA)                         |-29.6627|151.0408|NSW |  655.0|1817.5
 86078|MORDIALLOC WOODLANDS GOLF CLUB           |-38.0000|145.1000|VIC |    6.6|1817.6
 54023|BARRABA (NERANGHI)                       |-30.2948|150.8103|NSW |  563.0|1817.7
 82046|TANGAMBALANGA NE DAIRY                   |-36.2509|147.0263|VIC |  173.0|1817.7
 39093|WALLAVILLE- MILL  STREET                 |-25.0750|151.9944|QLD |   39.6|1817.7
 39095|WATALGAN WINFIELD RD                     |-24.6342|152.0228|QLD |   43.0|1817.8
 86070|MAROONDAH WEIR (MELBOURNE WATER)         |-37.6390|145.5497|VIC |  174.0|1817.9
 86111|SPRINGVALE NECROPOLIS                    |-37.9445|145.1764|VIC |   73.0|1817.9
 41000|ACLAND POST OFFICE                       |-27.3033|151.6900|QLD |  396.0|1818.0
 86010|BORONIA 1                                |-37.8500|145.3000|VIC |  120.0|1818.3
 41270|GUNBOWER                                 |-27.8242|151.5803|QLD |  408.0|1818.4
 70074|DARBYS FALLS (RIVERSLEA)                 |-33.9667|148.8833|NSW |  351.0|1818.4
 55006|BLACKVILLE POST OFFICE                   |-31.6405|150.2356|NSW |  410.0|1818.7
  6090|MEEBERRIE                                |-26.9600|115.9733|WA  |  300.0|1818.8
 10803|MARIA                                    |-33.0114|118.2389|WA  |  340.0|1818.8
 82034|MYRTLEFORD POST OFFICE                   |-36.5667|146.7333|VIC |  222.5|1818.8
 10113|PANTAPIN                                 |-31.9500|117.6533|WA  |  334.0|1818.9
 86076|MONTROSE                                 |-37.8021|145.3679|VIC |  170.0|1818.9
 86009|BLACK SPUR                               |-37.5909|145.6236|VIC |  567.0|1819.0
 73012|HARDEN (DUNOLLY)                         |-34.7534|148.3229|NSW |  396.0|1819.0
 40086|GOODGER STORE                            |-26.6675|151.8169|QLD |  473.0|1819.1
 40130|SPRINGLEA                                |-26.1692|151.8928|QLD |  330.0|1819.1
 10039|DOODARDING WELL                          |-31.0072|117.2042|WA  |  295.0|1819.2
 83065|CHESHUNT EURANGIE PARK                   |-36.8190|146.4818|VIC |  357.0|1819.2
  6099|MURCHISON                                |-26.8956|115.9567|WA  |  287.0|1819.3
 83074|LAKE WILLIAM HOVELL RESERVOIR            |-36.9136|146.3864|VIC |  440.0|1819.4
 40251|WONDAI POST OFFICE                       |-26.3172|151.8756|QLD |  334.0|1819.5
  8018|BUNTINE EAST                             |-29.9331|116.7697|WA  |  290.0|1819.6
 41219|REDBANK                                  |-27.9936|151.5542|QLD |  414.0|1819.7
 63019|CARCOAR                                  |-33.6167|149.1333|NSW |  720.2|1819.8
 63216|CARCOAR (ICELY STREET)                   |-33.6167|149.1333|NSW |  720.2|1819.8
 40922|KINGAROY AIRPORT                         |-26.5737|151.8398|QLD |  433.7|1819.8
 40131|MERLWOOD STATE SCHOOL                    |-26.1667|151.9000|QLD |  320.0|1819.8
 41328|ALFALFA                                  |-27.9778|151.5592|QLD |  408.0|1819.8
 86243|MOUNT DANDENONG GTV9                     |-37.8306|145.3500|VIC |  600.0|1819.9
  5070|ROBE                                     |-21.3567|115.8208|WA  |   10.0|1820.0
 40112|KINGAROY PRINCE STREET                   |-26.5544|151.8456|QLD |  441.9|1820.1
 10121|TAMMIN                                   |-31.6431|117.4872|WA  |  250.0|1820.1
 86147|ASPENDALE CSIRO                          |-38.0333|145.1000|VIC |    5.0|1820.2
 86050|HEALESVILLE (BADGER CRK SANCTUARY)       |-37.6833|145.5333|VIC |  131.1|1820.2
 40287|MAIDENWELL                               |-26.8475|151.7986|QLD |  480.0|1820.3
  8066|KOKARDINE                                |-30.7008|117.0608|WA  |  310.0|1820.3
  7106|WURARGA                                  |-28.4150|116.2833|WA  |  350.0|1820.4
 73141|GUNDAGAI (NANGUS RD)                     |-35.0640|148.0986|NSW |  225.0|1820.5
 86107|SILVAN STATE SCHOOL                      |-37.8000|145.4000|VIC |  260.0|1820.7
 73015|GUNDAGAI                                 |-35.0667|148.1000|NSW |  215.8|1820.8
 73125|GUNDAGAI OTWAY ST                        |-35.0667|148.1000|NSW |  289.9|1820.8
 72050|WYMAH (GWANDALLEN)                       |-36.0355|147.2707|NSW |  200.0|1820.8
 54007|BONSHAW (CAMPBELL ST)                    |-29.0484|151.2766|NSW |  310.0|1820.8
 88044|MARYSVILLE (POST OFFICE)                 |-37.5100|145.7472|VIC |  420.0|1820.8
 54000|BUNDARRA (ARALUEN)                       |-30.0478|150.9392|NSW |  740.0|1820.9
 63055|MOUNT MCDONALD                           |-33.9167|148.9500|NSW |  728.5|1821.1
 54077|INVERELL (GLENDOWNE)                     |-29.6871|151.0707|NSW |  590.0|1821.1
 72102|HUMULA STATION                           |-35.4833|147.7667|NSW |  285.0|1821.5
 86089|OLINDA                                   |-37.8400|145.3630|VIC |  460.0|1821.5
 41082|PITTSWORTH                               |-27.7228|151.6361|QLD |  520.0|1821.5
  8153|NORWOOD                                  |-29.8000|116.7000|WA  |  297.8|1821.6
 41034|GLENELG                                  |-28.4039|151.4703|QLD |  400.0|1821.7
 73128|GUNDAGAI RIDGE STREET                    |-35.0778|148.1039|NSW |  232.0|1821.8
 39033|DEGILBO RAIL STN                         |-25.4833|152.0000|QLD |  101.0|1821.8
 55297|BLACKVILLE (JUNBARLEE)                   |-31.6982|150.2471|NSW |  463.0|1822.3
