Number|Station name                             |Latitude|Longitud|Stat|Elevat.|Distance (km)
 69054|TUROSS                                   |-36.2967|149.5107|NSW |  970.0|2007.8
 66130|NORTHBRIDGE (SAILORS BAY)                |-33.8167|151.2167|NSW |   80.0|2007.8
 68108|WOONONA (POPES RD)                       |-34.3420|150.8999|NSW |   45.0|2007.8
 68169|MOUNT KEIRA (YATES AVE)                  |-34.4138|150.8572|NSW |   90.0|2008.0
 66044|CROMER GOLF CLUB                         |-33.7255|151.2720|NSW |   10.0|2008.0
 58086|GUNDARIMBA (KOOLOOL)                     |-28.8556|153.2783|NSW |   20.0|2008.0
  9197|GARDEN ISLAND                            |-32.2300|115.6844|WA  |    5.0|2008.1
  9596|PINJARRA                                 |-32.6272|115.8747|WA  |   12.0|2008.2
 68046|MOUNT PLEASANT                           |-34.4000|150.8700|NSW |  198.1|2008.3
 58006|BRUSHGROVE (CLARENCE ST)                 |-29.5663|153.0812|NSW |    8.0|2008.6
 68106|CLIFTON (COALCLIFF)                      |-34.2453|150.9697|NSW |   90.0|2008.6
 66045|NEWPORT BOWLING CLUB                     |-33.6572|151.3187|NSW |    5.0|2008.6
 58008|CALLIOPE PUBLIC SCHOOL                   |-29.6167|153.0667|NSW |    3.0|2008.7
  9738|MUJA POWER STATION                       |-33.4531|116.3025|WA  |  260.0|2008.7
  9256|GARDEN ISLAND HSF                        |-32.2433|115.6839|WA  |    6.0|2008.7
 58033|LAWRENCE POST OFFICE                     |-29.4967|153.1041|NSW |    8.0|2008.7
 68060|UNANDERRA                                |-34.4667|150.8333|NSW |   12.2|2008.8
 66141|MONA VALE GOLF CLUB                      |-33.6795|151.3076|NSW |   10.0|2008.8
 68137|BROGERS CREEK UPPER (COOKVILLE)          |-34.7000|150.6833|NSW |  280.0|2008.8
 61117|WAMBERAL POST OFFICE                     |-33.4333|151.4467|NSW |   35.0|2008.8
 68107|COLEDALE RAILWAY STATION                 |-34.2833|150.9500|NSW |   40.0|2008.9
 66040|MIRANDA (BLACKWOOD ST)                   |-34.0405|151.0982|NSW |   40.0|2009.0
 66062|SYDNEY (OBSERVATORY HILL)                |-33.8607|151.2050|NSW |   39.0|2009.0
 68223|WOMBARRA (REEF AVE)                      |-34.2785|150.9554|NSW |   10.0|2009.1
 69042|MORUYA (THE LAGOON)                      |-35.7661|149.9416|NSW |   70.0|2009.2
 66058|SANS SOUCI (PUBLIC SCHOOL)               |-33.9942|151.1292|NSW |    9.0|2009.2
 68188|WOLLONGONG UNIVERSITY                    |-34.4030|150.8795|NSW |   25.0|2009.3
 61074|THE ENTRANCE (ELOORA STREET)             |-33.3531|151.4964|NSW |   22.0|2009.3
 66153|MANLY VALE (MANLY DAM)                   |-33.7822|151.2556|NSW |   39.0|2009.4
  9616|WESTBOURNE                               |-34.0911|116.6628|WA  |  280.0|2009.5
 68000|ALBION PARK POST OFFICE                  |-34.5712|150.7761|NSW |    8.0|2009.6
 68104|TALLAWARRA POWER STATION                 |-34.5217|150.8083|NSW |   10.0|2009.6
  9562|KENINUP                                  |-33.9333|116.5667|WA  |  240.0|2009.6
 66015|CROWN ST. RESERVOIR                      |-33.8833|151.2000|NSW |   30.0|2009.7
 59003|BROOKLANA                                |-30.2667|152.8667|NSW |  500.0|2009.8
 66002|BALGOWLAH (ETHEL STREET)                 |-33.7997|151.2508|NSW |   70.0|2009.9
 58013|CONDONG SUGAR MILL                       |-28.3167|153.4333|NSW |    5.0|2010.0
 61076|RAYMOND TERRACE (WALLAROO STATE FOREST)  |-32.6180|151.8877|NSW |   75.0|2010.1
 68072|NOWRA RAN AIR STATION AWS                |-34.9469|150.5353|NSW |  109.0|2010.1
 66042|MOSMAN (BAPAUME ROAD)                    |-33.8194|151.2428|NSW |   70.0|2010.2
 66006|SYDNEY BOTANIC GARDENS                   |-33.8658|151.2161|NSW |   15.0|2010.2
 68209|JAMBEROO  (DRUEWALLA)                    |-34.6557|150.7293|NSW |  115.0|2010.2
 68241|ALBION PARK (SHELLHARBOUR AIRPORT)       |-34.5639|150.7924|NSW |    8.0|2010.6
  8251|KALBARRI                                 |-27.7119|114.1650|WA  |    6.0|2010.6
 66037|SYDNEY AIRPORT AMO                       |-33.9465|151.1731|NSW |    6.0|2010.6
 68076|NOWRA RAN AIR STATION                    |-34.9449|150.5450|NSW |  109.0|2010.8
 61223|MARYVILLE                                |-32.9131|151.7500|NSW |    8.0|2011.1
  8004|BALLINE                                  |-28.0058|114.2206|WA  |  100.0|2011.2
 68069|WOLLONGONG POST OFFICE                   |-34.4333|150.8833|NSW |   30.0|2011.2
 58060|WHIAN WHIAN (RUMMERY PARK)               |-28.5988|153.3783|NSW |  370.0|2011.3
  6005|BRICKHOUSE                               |-24.8208|113.7853|WA  |   15.0|2011.4
 66021|ALEXANDRIA (ERSKINEVILLE)                |-33.9167|151.2000|NSW |    6.0|2011.4
 66041|MOSMAN WATER SUPPLY                      |-33.8333|151.2500|NSW |   85.3|2011.5
 68110|BERKELEY (NORTHCLIFFE DRIVE)             |-34.4830|150.8555|NSW |    5.0|2011.5
 68228|BELLAMBI AWS                             |-34.3692|150.9291|NSW |   10.0|2011.7
 70107|DELEGATE STATION                         |-37.0476|148.9283|NSW |  765.0|2011.7
 59032|TAYLORS ARM                              |-30.7794|152.7024|NSW |   80.0|2011.7
 68105|NOWRA COUNCIL OFFICES                    |-34.8833|150.6000|NSW |    7.9|2011.9
 58015|CORAKI (RICHMOND TERRACE)                |-28.9845|153.2863|NSW |    6.0|2012.2
 59052|WILLAWARRIN (DENLEIGH)                   |-30.8996|152.6629|NSW |   85.0|2012.3
 70026|DELEGATE POST OFFICE                     |-37.0434|148.9425|NSW |  759.0|2012.5
  9784|KIMBERLEY                                |-34.9319|117.1606|WA  |   80.0|2012.7
 58133|CORNDALE (WILLOW VALE)                   |-28.7177|153.3620|NSW |   37.0|2012.7
 68048|NOWRA TREATMENT WORKS                    |-34.8720|150.6180|NSW |   10.0|2012.8
 59038|BOWRAVILLE (WEEROONA)                    |-30.6833|152.7500|NSW |   61.0|2012.8
 68131|PORT KEMBLA (BSL CENTRAL LAB)            |-34.4674|150.8813|NSW |    9.0|2012.9
  9666|MCALINDEN                                |-33.5964|116.3347|WA  |  220.0|2012.9
 61273|NORAH HEAD LIGHTHOUSE                    |-33.2814|151.5760|NSW |   27.0|2012.9
 91245|CAPE GRIM BAPS (COMPARISON)              |-40.6828|144.6900|TAS |   94.0|2012.9
 61366|NORAH HEAD AWS                           |-33.2814|151.5766|NSW |   18.8|2012.9
 84033|SARDINE CREEK                            |-37.5000|148.5333|VIC |   90.0|2013.0
 66160|CENTENNIAL PARK                          |-33.8959|151.2341|NSW |   38.0|2013.3
 61078|WILLIAMTOWN RAAF                         |-32.7939|151.8364|NSW |    7.5|2013.4
 59042|GLENREAGH POST OFFICE                    |-30.0500|152.9782|NSW |   67.0|2013.4
 40288|COOLANGATTA AERO                         |-28.1661|153.5036|QLD |    5.0|2013.5
 66073|RANDWICK RACECOURSE                      |-33.9093|151.2296|NSW |   25.0|2013.6
 66007|BOTANY NO.1 DAM                          |-33.9333|151.2167|NSW |    6.1|2013.7
 40717|COOLANGATTA                              |-28.1681|153.5053|QLD |    4.0|2013.7
 66104|LILLI PILLI                              |-34.0500|151.1500|NSW |   20.0|2013.9
 66035|MANLY TOWN HALL                          |-33.8000|151.3000|NSW |   15.0|2014.1
 66086|CRONULLA STP                             |-34.0313|151.1642|NSW |   10.0|2014.1
 68003|BERRY (MUSUEM)                           |-34.7751|150.6985|NSW |   10.0|2014.2
 68032|JAMBEROO (LORNA)                         |-34.6500|150.7833|NSW |   40.0|2014.4
 91011|CAPE GRIM (WOOLNORTH)                    |-40.6842|144.7181|TAS |   15.0|2014.6
 66052|RANDWICK (RANDWICK ST)                   |-33.9085|151.2417|NSW |   74.0|2014.6
  9887|MANDURAH                                 |-32.5211|115.7500|WA  |   21.0|2014.7
 59094|BELLINGEN (THE OBSERVATORY)              |-30.4167|152.8667|NSW |   50.0|2014.7
 70013|BOMBALA (CAMBALONG)                      |-36.8878|149.1107|NSW |  665.0|2014.9
 66014|CRONULLA SOUTH BOWLING CLUB              |-34.0703|151.1512|NSW |   31.0|2015.0
  9608|TOTTENUP                                 |-33.9833|116.5333|WA  |  206.5|2015.1
 84077|BENDOC FORESTRY                          |-37.1500|148.8833|VIC |  914.4|2015.2
 68123|WINDANG BOWLING CLUB                     |-34.5326|150.8679|NSW |    5.0|2015.2
 66098|ROSE BAY (ROYAL SYDNEY GOLF CLUB)        |-33.8809|151.2658|NSW |    8.0|2015.2
  9193|ROTTNEST ISLAND                          |-32.0069|115.5022|WA  |   43.1|2015.3
  9038|ROTTNEST ISLAND LIGHTHOUSE               |-32.0089|115.5022|WA  |   46.0|2015.4
 66005|BONDI BOWLING CLUB                       |-33.8833|151.2667|NSW |   15.0|2015.4
  9553|HAMEL                                    |-32.8683|115.9139|WA  |   37.0|2015.5
 70009|BUKALONG STATION                         |-36.7969|149.1972|NSW |  785.0|2015.5
 58070|ROSEBANK (REPENTANCE CREEK)              |-28.6384|153.4128|NSW |   75.0|2015.6
 61055|NEWCASTLE NOBBYS SIGNAL STATION AWS      |-32.9184|151.7985|NSW |   33.0|2015.7
  9994|COLLIE EAST                              |-33.3608|116.1717|WA  |  200.0|2015.7
 59078|PROMISED LAND (BELLINGEN (CRYSTAL CREEK) |-30.3488|152.9025|NSW |  105.0|2015.9
 58052|TABBIMOBILE STATE FOREST                 |-29.2000|153.2667|NSW |   18.3|2016.0
 66068|VAUCLUSE                                 |-33.8667|151.2833|NSW |   76.2|2016.0
 69052|BATEMANS BAY - BUCKENBOWRA               |-35.7343|150.0508|NSW |   30.0|2016.1
 68053|PORT KEMBLA SIGNAL STATION               |-34.4772|150.9131|NSW |   11.0|2016.1
 60055|LONG FLAT POST OFFICE                    |-31.4368|152.4914|NSW |   62.0|2016.2
 70237|NIMMITABEL (COTTESLOE)                   |-36.5902|149.3824|NSW | 1190.0|2016.4
 70027|DELEGATE (WEEWALLA)                      |-37.0488|148.9930|NSW |  750.0|2016.6
 58038|MACLEAN (MCLACHLAN STREET)               |-29.4521|153.2007|NSW |    6.0|2016.7
  9614|WAROONA                                  |-32.8564|115.8925|WA  |   40.0|2016.9
 40052|COOLANGATTA BOWLS COMP                   |-28.1783|153.5383|QLD |    6.0|2017.1
 59139|NANA GLEN (COWLING CLOSE)                |-30.1033|153.0003|NSW |   70.0|2017.2
 58085|CLUNES                                   |-28.7311|153.4056|NSW |  115.0|2017.2
  9563|WATTLEGROVE                              |-34.8000|117.0167|WA  |  112.5|2017.3
 58046|PILLAR VALLEY                            |-29.7500|153.1167|NSW |   24.4|2017.4
 58127|CLUNES (FLATLEY DRIVE)                   |-28.7342|153.4065|NSW |   89.0|2017.4
 69037|BELOWRA STATION                          |-36.2010|149.7106|NSW |  113.0|2017.4
 60003|BULBY BRUSH (BLUE LOOK-OUT)              |-32.1189|152.2080|NSW |   95.0|2017.6
 66072|KURNELL (CALTEX OIL REFINERY)            |-34.0164|151.2135|NSW |    3.0|2017.6
 60052|UPPER ROLLANDS PLAINS (GREENACRES)       |-31.2322|152.5906|NSW |   96.0|2017.7
 84093|BETE BOLONG (RUSSELLS ESTATE)            |-37.7132|148.3954|VIC |   20.0|2017.7
  9628|COLLIE                                   |-33.3603|116.1473|WA  |  204.0|2017.8
 68197|FOXGROUND ROAD                           |-34.7376|150.7674|NSW |   50.0|2017.9
  9977|MANDURAH                                 |-32.5219|115.7119|WA  |    3.0|2018.2
 69023|NELLIGEN  (THULE ROAD)                   |-35.6488|150.1454|NSW |    5.0|2018.6
 58056|TWEED HEADS GOLF CLUB                    |-28.2025|153.5502|NSW |    5.0|2018.8
 59001|BELLINGEN POST OFFICE                    |-30.4519|152.8979|NSW |   15.0|2018.9
 66051|LITTLE BAY (THE COAST GOLF CLUB)         |-33.9829|151.2502|NSW |   22.0|2019.1
 84000|BENDOC PARK                              |-37.1177|148.9652|VIC |  793.0|2019.1
 60080|COMBOYNE SOUTH                           |-31.6274|152.4430|NSW |  670.0|2019.2
 60036|WINGHAM (LANARK CLOSE)                   |-31.8620|152.3444|NSW |   66.0|2019.5
  6003|BOOLATHANA                               |-24.6525|113.6936|WA  |    4.0|2019.7
 58061|WOODBURN (CEDAR ST)                      |-29.0734|153.3413|NSW |    5.0|2019.8
  9504|BOYUP BROOK                              |-33.8325|116.3894|WA  |  200.0|2019.8
  9572|HALLS HEAD                               |-32.5385|115.7002|WA  |   16.0|2020.0
 58072|FEDERAL POST OFFICE                      |-28.6533|153.4542|NSW |  175.0|2020.0
 60033|KRAMBACH (BELLEVUE)                      |-32.0927|152.2471|NSW |  165.0|2020.0
 60021|KRAMBACH (FIREFLY RD)                    |-32.0564|152.2646|NSW |   65.0|2020.1
 60000|BELLANGRY STATE FOREST 524               |-31.3167|152.5833|NSW |  225.0|2020.2
 58093|WOLLONGBAR (CENTRAL PARK DRIVE)          |-28.8194|153.4161|NSW |  150.0|2020.5
 60005|COMBOYNE POST OFFICE                     |-31.6058|152.4681|NSW |  590.0|2020.6
  9915|HILLVIEW FARM                            |-32.9981|115.9211|WA  |   60.0|2020.8
 59011|UPPER URARA (THE KNOLL)                  |-30.2667|152.9833|NSW |  131.1|2020.8
 84030|ORBOST (COMPARISON)                      |-37.6917|148.4589|VIC |   41.0|2020.8
  9624|YARLOOP                                  |-32.9592|115.9008|WA  |   30.0|2020.8
 58027|HARWOOD ISLAND (HARWOOD SUGAR MILL)      |-29.4227|153.2533|NSW |    2.0|2020.9
 59002|BOWRAVILLE RECREATION CLUB               |-30.6500|152.8486|NSW |   20.0|2020.9
 58017|CUDGEN PLANTATION                        |-28.3000|153.5500|NSW |   18.3|2021.0
 68175|TOOLIJOOA (NYORA)                        |-34.7617|150.7911|NSW |    3.0|2021.2
 68021|CROOKHAVEN HEADS                         |-34.9000|150.7000|NSW |   13.4|2021.2
 58040|MULLUMBIMBY (FAIRVIEW FARM)              |-28.5451|153.4948|NSW |   15.0|2021.3
 84121|ORBOST SRWSC                             |-37.7014|148.4569|VIC |   45.4|2021.4
 84145|ORBOST                                   |-37.6922|148.4667|VIC |   62.7|2021.4
 68038|KIAMA BOWLING CLUB                       |-34.6750|150.8519|NSW |   10.0|2021.6
  5020|NINGALOO                                 |-22.6975|113.6744|WA  |   10.0|2021.9
  6080|NANGA                                    |-26.2564|113.8064|WA  |   20.0|2022.3
 59026|UPPER ORARA (AURANIA)                    |-30.3076|152.9874|NSW |  145.0|2022.5
 68027|GERRINGONG (MAYFLOWER VILLAGE)           |-34.7472|150.8211|NSW |   20.0|2022.9
 59009|CORAMBA (GLENFIDDICH)                    |-30.2356|153.0170|NSW |   95.0|2023.0
  6011|CARNARVON AIRPORT                        |-24.8878|113.6700|WA  |    4.0|2023.3
 69016|MILTON (SARAH CLAYDON VILLAGE)           |-35.3166|150.4432|NSW |   81.0|2023.5
 61072|TAHLEE (CARRINGTON (CHURCH ST))          |-32.6674|152.0150|NSW |    3.0|2023.7
 58000|ALSTONVILLE POST OFFICE                  |-28.8500|153.4500|NSW |  160.0|2024.5
  6062|CARNARVON POST OFFICE                    |-24.8858|113.6565|WA  |    4.6|2024.6
 68080|GREENWELL POINT BOWLING CLUB             |-34.9158|150.7312|NSW |    3.0|2024.7
 69001|BATEMANS BAY POST OFFICE                 |-35.7086|150.1769|NSW |    3.0|2024.7
 68229|BENDALONG STP                            |-35.2439|150.5097|NSW |   32.0|2024.8
  9587|NEWBICUP                                 |-33.9967|116.4253|WA  |  240.0|2025.0
  9598|RADYR PARK                               |-33.0500|115.9000|WA  |   50.0|2025.1
 58131|ALSTONVILLE TROPICAL FRUIT RESEARCH STAT |-28.8521|153.4556|NSW |  140.0|2025.1
 58135|MEERSCHAUMVALE (MEERSCHAUM VALE (BARDEN) |-28.8926|153.4479|NSW |   32.0|2025.4
  9588|NOGGERUP                                 |-33.5833|116.1833|WA  |  183.0|2025.4
 58002|BANGALOW (FOWLERS LANE)                  |-28.6477|153.5123|NSW |   90.0|2025.5
 70005|BOMBALA (THERRY STREET)                  |-36.9113|149.2379|NSW |  705.0|2026.1
 69134|BATEMANS BAY (CATALINA COUNTRY CLUB)     |-35.7234|150.1872|NSW |   11.0|2026.4
 58103|BRUNSWICK HEADS BOWLING CLUB             |-28.5513|153.5475|NSW |    5.0|2026.6
  9580|MORNINGTON MILLS                         |-33.1500|115.9333|WA  |  160.0|2026.8
 68083|CULBURRA TREATMENT WORKS                 |-34.9284|150.7482|NSW |   15.0|2026.8
 58065|BROADWATER SUGAR MILL                    |-29.0167|153.4333|NSW |    6.0|2027.2
  9554|HARVEY POST OFFICE                       |-33.0800|115.8917|WA  |   37.0|2027.2
 68204|SUSSEX INLET BOWLING CLUB                |-35.1702|150.5908|NSW |    6.0|2027.3
 70208|CRAIGIE (FINCHLEY)                       |-37.1346|149.0603|NSW |  845.0|2027.4
 69106|WOODBURN STATE FOREST                    |-35.4000|150.4333|NSW |   15.0|2027.4
  9632|FERNBROOK                                |-33.2667|115.9833|WA  |  190.0|2027.8
  9671|WILGA                                    |-33.6878|116.2147|WA  |  270.0|2027.8
 70158|BOMBALA (WOODBURN)                       |-37.0343|149.1547|NSW |  740.0|2027.8
 58212|EVANS HEAD RAAF BOMBING RANGE AWS        |-29.1830|153.3964|NSW |   62.5|2028.1
 58091|SPRING HILL                              |-28.8000|153.5000|NSW |   55.0|2028.1
  9812|HARVEY                                   |-33.0789|115.8806|WA  |   40.0|2028.1
 59006|LOWER BUCCA                              |-30.1620|153.0982|NSW |  112.0|2028.3
 59029|RALEIGH POST OFFICE                      |-30.4500|153.0000|NSW |    3.0|2028.4
 59007|KEMPSEY AIRPORT AWS                      |-31.0711|152.7717|NSW |   13.0|2028.6
 84031|BRODRIBB RIVER                           |-37.7000|148.5667|VIC |   11.0|2029.2
 69138|ULLADULLA AWS                            |-35.3635|150.4828|NSW |   35.7|2029.4
 69031|ULLADULLA                                |-35.3667|150.4833|NSW |    9.1|2029.6
 59018|MACKSVILLE COUNTRY CLUB                  |-30.7241|152.9168|NSW |   33.0|2029.9
 60002|BULAHDELAH POST OFFICE                   |-32.4129|152.2079|NSW |   10.0|2030.0
  9642|WOKALUP                                  |-33.1328|115.8794|WA  |   30.0|2030.7
 60009|COOLONGALOOK STATE FOREST                |-32.2000|152.3167|NSW |   38.1|2030.8
 58018|CUMBALUM (FAIRVIEW)                      |-28.8408|153.5181|NSW |   30.0|2030.9
 59037|URUNGA (SUNSET PLACE)                    |-30.4962|153.0119|NSW |   15.0|2031.1
 69040|KIOLOA OLD POST OFFICE                   |-35.5448|150.3758|NSW |   30.0|2031.2
 69126|KIOLOA (LONDON FOUNDATION)               |-35.5467|150.3767|NSW |   15.0|2031.3
 70328|BOMBALA AWS                              |-37.0015|149.2336|NSW |  760.5|2031.6
 58012|YAMBA PILOT STATION                      |-29.4325|153.3632|NSW |   27.4|2031.7
  9705|GLEN MERVYN                              |-33.5203|116.0742|WA  |  120.0|2031.9
  9556|ALDERVALE                                |-33.9781|116.3336|WA  |  200.0|2032.0
 60030|TAREE (PATANGA CL)                       |-31.8908|152.4709|NSW |   14.0|2032.2
 58007|BYRON BAY (JACARANDA DRIVE)              |-28.6356|153.5883|NSW |    3.0|2032.6
 59010|COFFS HARBOUR                            |-30.3000|153.1000|NSW |   21.0|2032.9
 91223|MARRAWAH                                 |-40.9089|144.7094|TAS |  107.3|2033.1
 84024|MURRUNGOWAR                              |-37.6333|148.6833|VIC |  180.0|2033.1
 70106|CATHCART (OLD POST OFFICE)               |-36.8439|149.3897|NSW |  803.0|2033.3
 69003|BEMBOKA POST OFFICE                      |-36.6277|149.5706|NSW |  215.0|2033.3
 69148|MORUYA AIRPORT AWS                       |-35.9004|150.1437|NSW |    4.0|2033.5
